,tweets,len,ID,Date,Source,Likes,RTs
0,"Wonderfully expressed by Pranab Da! 

It is a matter of pride for the entire nation that an eminent statesman like… https://t.co/eZUrLadKGS",139,1.14211E+18,21-06-19 16:36,Twitter for iPhone,10774,1758
1,"RT @IndiainNewYork: International Yoga Day at Times Square, what a feeling..., one can feel the positive energy in this magical square #Yog…",140,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,420
2,"RT @Indemb_Muscat: The honourable PM’s message to join the #Yoga movement to lead a diseasefree, stressfree and happy life, linking the who…",140,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,387
3,RT @IndianEmbTokyo: Pics of #IDY2019 events organized at the University of Tsukuba @UofTsukuba #Japan in association with @IndianEmbTokyo.…,139,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,310
4,"RT @IndiainSwiss: YOGA DAY CELEBRATIONS IN BERNE, SWITZERLAND: Glimpses of IDY 2019 celebrations in Berne, Switzerland, Jun 21. CONNECTING…",139,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,342
5,"RT @IndiainIreland: Enthusiastic celebration of International Day of Yoga 2019 in Letterkenny, organised by Healing Flow Yoga, supported by…",140,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,297
6,"RT @IndEmbMexico: #Yoga in Yucatán! 
Yoga enthusiasts celebrating the 5th #IDY2019 on 21st June in Mérida. @MukteshPardeshi @ICCR_Delhi @In…",140,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,316
7,"RT @cgihou: #IDY2019 celebrated at @indiahouse Houston
@PMOIndia @narendramodi @DrSJaishankar @harshvshringla @MEAIndia @ICCR_Delhi @Indian…",140,1.14211E+18,21-06-19 16:34,Twitter for iPhone,0,336
8,"My dear friend @moonriver365,

I was overjoyed to read your message. I fully agree with you on the power of Yoga to… https://t.co/4TtzgopoxT",140,1.14208E+18,21-06-19 14:21,Twitter Web Client,8937,1683
9,저 역시 조만간 오사카에서 대통령님을 만나뵙는 것을 고대하고 있습니다.,39,1.14207E+18,21-06-19 14:19,Twitter Web Client,7229,1026
10,"친애하는 문재인 대통령님 (@moonriver365)

문재인 대통령님의 메시지를 읽고 너무 기뻤습니다. 모두를 하나가 되게 하는 ‘요가의 힘’에 대한 문대통령님의 말씀에 저도 전적으로 동의합니다. 이러한… https://t.co/5z94kCleSz",139,1.14207E+18,21-06-19 14:19,Twitter Web Client,9199,1896
11,"I congratulate the @FollowCII family for actively organising Yoga Day programmes across India. 

Such efforts to po… https://t.co/MgXiJA6jEC",140,1.14207E+18,21-06-19 14:18,Twitter Web Client,3961,727
12,"Would recommend Yoga to all professionals, particularly young professionals. 

Yoga will bring discipline, clarity… https://t.co/TmUiDGPmVW",139,1.14207E+18,21-06-19 14:18,Twitter Web Client,5500,1014
13,The superbly talented @DuttYogi shows the way and inspires others to embrace Yoga! #YogaDay2019 https://t.co/S9TM3j2GPd,119,1.14207E+18,21-06-19 14:17,Twitter Web Client,4298,778
14,"Happy to see this @akshaykumar! 

Yoga does transform people's health for the better. #YogaDay2019 https://t.co/h2bLu0mi20",122,1.14207E+18,21-06-19 14:16,Twitter Web Client,16410,1859
15,"Valuable words by Rashtrapati Ji.

His participating in a Yoga Day programme makes the celebrations even more speci… https://t.co/LsWybUyEdV",140,1.14207E+18,21-06-19 14:15,Twitter Web Client,5551,1027
16,"RT @BSF_India: #योगदिवस
#YogaDay2019
#InternationalYogaDay
#InternationalDayOfYoga
#Bordermen as Indian Formed Police Unit for #UN at  Beni…",140,1.14207E+18,21-06-19 14:00,Twitter Web Client,0,664
17,RT @FranceinIndia: French tribute on #YogaDay2019 : +80 people this morning at the Embassy to celebrate #yoga! More than 25 lakh people are…,140,1.14206E+18,21-06-19 13:37,Twitter Web Client,0,853
18,"RT @CGIDurban: #InternationalDayOfYoga celebrations in Phoenix settlement, Durban. Phoenix Ashram was established by #mahatmagandhi in 1904…",140,1.14206E+18,21-06-19 13:37,Twitter Web Client,0,525
19,"RT @indiainalgeria: Embassy of India in Algeria celebrates 5th International Day of Yoga on 20th June 2019 
 #IDY2019
 #Zindagirahekhush
 #…",140,1.14206E+18,21-06-19 13:37,Twitter Web Client,0,437
20,RT @IndiainItaly: Warming up for the #IDY2019 big event on 21 June at Rome's iconic 'Piazza del Campidoglio' with daily yoga sessions at th…,140,1.14206E+18,21-06-19 13:37,Twitter Web Client,0,408
21,"RT @IndianEmbassyTR: #idy2019 celebrated in the city #antalya by @IndianEmbassyTR at @spicehotelbelek 
@MEAIndia @ICCR_Delhi @moayush @MFAT…",140,1.14206E+18,21-06-19 13:37,Twitter Web Client,0,386
22,"RT @EmbEspIndia: Happy #InternationalDayofYoga Early this morninig at the Embassy we celebrated this age-old wellness tradition, India's gi…",140,1.14206E+18,21-06-19 13:36,Twitter Web Client,0,352
23,"RT @India_Croatia: #IDY2019 is happening in 39 cities in 🇭🇷. See today's Yoga excersise in Rijeka, the principal seaport of the country. We…",140,1.14206E+18,21-06-19 13:36,Twitter Web Client,0,363
24,"RT @IndiaInBulgaria: #IDY19 in Sofia was attended by Vice President of National Assembly Dr Nigyar Dzhafer, former Prime Minister Mr. Ognya…",140,1.14206E+18,21-06-19 13:36,Twitter Web Client,0,443
25,"World over, the first rays of the sun being welcomed by enthusiastic Yoga practitioners would be a delightful sight… https://t.co/2EHZICCrJy",140,1.14199E+18,21-06-19 8:36,Twitter Media Studio,12087,2602
26,"Sharing some more pictures from Ranchi, where Yoga Day was marked with great vigour. #YogaDay2019 https://t.co/sf7UIjmQy0",121,1.14199E+18,21-06-19 8:31,Twitter Web Client,22637,2876
27,"The Prabhat Tara Maidan in Ranchi witnessed a historic Yoga Day programme. 

Thousands of Yoga practitioners, from… https://t.co/9RtRc0djfX",139,1.14199E+18,21-06-19 8:31,Twitter Web Client,32976,4402
28,"Vice President @MVenkaiahNaidu Ji is known for his remarkable energy.

Yoga energises both the mind and body. It co… https://t.co/1WF0PKSRbF",140,1.14199E+18,21-06-19 8:24,Twitter Web Client,5381,1066
29,"Remarkable gesture by my friend, PM Oli to lead the Yoga Day celebrations in Nepal. #YogaDay2019 https://t.co/p0srxEI6jW",120,1.14198E+18,21-06-19 8:22,Twitter Web Client,10493,1514
30,योगको विशिष्टतालाई उजागर गर्नुका साथै व्यक्तिगत रुपमा उपस्थित भई योग दिवस कार्यक्रमलाई सुशोभित गर्नु भएकोमा प्रधानम… https://t.co/3e83jQXL2E,140,1.14198E+18,21-06-19 8:21,Twitter Web Client,5882,1168
31,"Thank you President @MaithripalaS for your support towards making Yoga more popular. 

Also glad to see you share y… https://t.co/0ijbqL8KTF",140,1.14198E+18,21-06-19 8:21,Twitter Web Client,6692,1339
32,"RT @IndianEmbRiyadh: IDY 2019: Glimpses of #YogaDay2019 celebration by @IndianEmbRiyadh held in Riyadh, Saudi Arabia @IndianDiplomacy @PIB_…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,838
33,"RT @IndiainMyanmar: 🇮🇳 India Myanmar 🇲🇲 
21 June || #YogaDay2019 
Message on International Day of Yoga: Peace Peace Peace https://t.co/uN0Y…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,740
34,"RT @IndembAbuDhabi: Together all  practiced yoga and essence of Vasudhaiva Kutumbakam was deeply felt. #IDY2019 #ZindagiRaheKhush 
@IndianD…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,476
35,"RT @IndiainSingapor: #InternationalDayofYoga celebration continue in #Singapore at HDB estates @NUSingapore campus, PGP Hall
70+sessions@50…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,542
36,"RT @ihcdhaka: 🇮🇳#IDY2019🇮🇳

🔻IDY2019 celebrated at #Dhaka with around 7000 yoga enthusiasts!!

🔸H.E. @AKAbdulMomen, Foreign Minister, H.E.…",139,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,591
37,"RT @EOIBeijing: A thousand strong at the #IndiaHouse!

Yogis from all over Beijing came together to celebrate the #Yoga way of life. 

@Vik…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,710
38,"RT @EOIBeijing: #Qingdao adopts the #Yoga way of life!
More than 200 Yogis gather at Qingdao University to celebrate the 5th #International…",140,1.14198E+18,21-06-19 8:19,Twitter Web Client,0,455
39,RT @cgiguangzhou: Some more photos of the special event organized on the banks of the Zhujiang River to celebrate the #InternationalDayOfYo…,140,1.14198E+18,21-06-19 8:18,Twitter Web Client,0,374
40,"RT @cgiguangzhou: #InternationalDayOfYoga celebrated in Dujiangyan, Sichuan Province today.

#YogaDay 
#योगदिवस 
#अंतर्राष्ट्रीययोगदिवस 
#Y…",140,1.14198E+18,21-06-19 8:18,Twitter Web Client,0,394
41,RT @IndianEmbKabul: #InternationalDayOfYoga was celebrated with fervour and enthusiasm at the Embassy today morning.The celebrations were a…,140,1.14198E+18,21-06-19 8:18,Twitter Web Client,0,620
42,"RT @Indiainbhutan: Not to be left behind!

This year  #YogaDay was also celebrated at the site of the Punatsangchhu Hydroelectric Power Pro…",140,1.14198E+18,21-06-19 8:18,Twitter Web Client,0,563
43,"RT @indemtel: Ambassador Pavan Kapoor, Israeli actress Michal Yanai and Mr. Lior Shapira, Chairman of Tel Aviv City Council inaugurate the…",139,1.14198E+18,21-06-19 8:18,Twitter Web Client,0,698
44,"RT @amb_tashkent: Spreading the message of unison of Mind, body, souls and Universe in Uzbekistan- Embassy and LBS Cultural Centre celebrat…",140,1.14198E+18,21-06-19 8:17,Twitter Web Client,0,524
45,"RT @IndiainROK: Good start to the day with Yoga!

IDY 2019 celebrations @IndiainROK continue. Members of the Mission listened to the messag…",140,1.14198E+18,21-06-19 8:17,Twitter Web Client,0,478
46,"RT @adgpi: 5th #InternationalYogDay 

#Soldiers of #IndianArmy practiced yoga at #NewDelhi. We are committed for having healthy &amp; fit India…",144,1.14198E+18,21-06-19 8:16,Twitter Web Client,0,850
47,"RT @adgpi: 5th #InternationalYogaDay 

We #Soldiers along with our citizens  practiced Yoga at #India #Myanmar Border. We are committed for…",140,1.14198E+18,21-06-19 8:16,Twitter Web Client,0,706
48,"RT @adgpi: 5th #InternationalYogDay 

Our fit &amp; fearless soldiers #IndianArmy practice #Yoga on the icy heights of #HimalayanRanges. We are…",144,1.14198E+18,21-06-19 8:16,Twitter Web Client,0,1705
49,"RT @ITBP_official: ITBP personnel practicing Yoga at 17 K Ft in Laddakh.
#InternationalDayofYoga 
#YogaDay2019 
#YogaDay https://t.co/nCGaD…",140,1.14198E+18,21-06-19 8:15,Twitter Web Client,0,844
50,"RT @ITBP_official: ITBP personnel of M and SI Auli practicing Yoga in Vasudhara Glacier, Mana 13 K Feet on #InternationalDayofYoga https://…",140,1.14198E+18,21-06-19 8:15,Twitter Web Client,0,914
51,"RT @IAF_MCC: Glimpses of #InternationalYogaDay2019 from AFS New Delhi : To commemorate the international yoga day 2019, #Airwarriors and th…",140,1.14198E+18,21-06-19 8:15,Twitter Web Client,0,691
52,"RT @BSF_India: ""योग कर्मसु कौशलम्""

#Yoga with #Tribals 
Village Kamlapadar
PS Kalimela 
District #Malkangiri
#Odisha 
#YogaDay
#YogaDay201…",140,1.14198E+18,21-06-19 8:15,Twitter Web Client,0,654
53,"RT @BSF_India: #Yoga Sessions at  
India Pakistan Border #Gujarat 
#YogaDay 
#YogaDay2019 
#InternationalDayofYoga https://t.co/QR6XQYjGds",138,1.14198E+18,21-06-19 8:15,Twitter Web Client,0,1412
54,"Yoga for peace, harmony and progress! Watch #YogaDay2019 programme from Ranchi. https://t.co/nP8xHWMVYi",103,1.14187E+18,21-06-19 1:01,Periscope,34530,8054
55,Here are some more photos from the gathering of MPs. https://t.co/udcPWpnNAK,76,1.14176E+18,20-06-19 17:20,Twitter for iPhone,37427,3276
56,"Wonderful evening with MP colleagues over dinner. 

Cutting across party lines, we had great conversations through… https://t.co/3Wp9Ljxheo",139,1.14176E+18,20-06-19 17:20,Twitter for iPhone,47215,4301
57,"Dear @SDhawan25, no doubt the pitch will miss you but I hope you recover at the earliest so that you can once again… https://t.co/FezlZuyNvs",140,1.1417E+18,20-06-19 13:21,Twitter Web Client,105512,11313
58,"Rashtrapati Ji’s address to Parliament was both inspirational and aspirational. It covered several aspects, includi… https://t.co/ED5nTbfdbS",140,1.1417E+18,20-06-19 13:19,Twitter Web Client,18401,2637
59,ध्यान योगाभ्यास का सबसे महत्वपूर्ण और अभिन्न अंग है। #YogaDay2019 https://t.co/zQXV6XXzWu,89,1.14153E+18,20-06-19 2:19,Twitter Media Studio,27620,6076
60,नाड़ीशोधन प्राणायाम अत्यंत लाभदायक है। देखिए इसकी विधि और इसके फायदे... #YogaDay2019 https://t.co/OUoxkaCxng,108,1.14153E+18,20-06-19 2:19,Twitter Media Studio,18635,4621
61,"Presidents of various parties had extensive discussions on:

Improving Parliament productivity.

One Country, One E… https://t.co/zdcbsE4NYd",140,1.14137E+18,19-06-19 15:31,Twitter for iPhone,33060,3951
62,"Had a great meeting with Presidents of various political parties. 

Multiple issues of national importance were dis… https://t.co/yS6ETxNJx9",140,1.14137E+18,19-06-19 15:30,Twitter for iPhone,40287,4815
63,Congratulations to Shri @ombirlakota Ji on being unanimously elected the Speaker of the Lok Sabha. He has been asso… https://t.co/p8z0iDIB3s,140,1.14127E+18,19-06-19 8:50,Twitter Web Client,36127,4087
64,Speaking in the Lok Sabha. Watch. https://t.co/mJlCQiaIPk,57,1.14122E+18,19-06-19 5:47,Periscope,24247,4767
65,Best wishes to Shri @RahulGandhi on his birthday. May he be blessed with good health and a long life.,101,1.14118E+18,19-06-19 2:53,Twitter for iPhone,101604,8376
66,"Have you made Surya Namaskar a part of your routine? 

Do watch this video to know why it is a good idea to do so a… https://t.co/BZTWTNRUvw",140,1.14118E+18,19-06-19 2:52,Twitter Media Studio,30164,7815
67,"Spreading positivity, furthering joy. 

Appreciable effort by @NavbharatTimes to devote a special weekly page towar… https://t.co/lsou9AE1Gz",140,1.14096E+18,18-06-19 12:32,Twitter Web Client,22921,3960
68,"Have you practiced Setu Bandhasana? 

Sharing a video that will teach you the Asana and also state some of its bene… https://t.co/ZRkdFiLZ8I",140,1.14081E+18,18-06-19 2:47,Twitter Media Studio,30101,6191
69,"I am confident that under the leadership of Shri @AmitShah and Shri @JPNadda, and powered by the hardwork of our Ka… https://t.co/EyDidISB2W",140,1.14065E+18,17-06-19 15:44,Twitter for iPhone,22629,3916
70,"Shri @JPNadda is a diligent Karyakarta of the Party, who has risen through the ranks due to his hardwork and organi… https://t.co/e4hK0zQmRc",140,1.14065E+18,17-06-19 15:43,Twitter for iPhone,23049,3666
71,"Took oath as a Member of Parliament. 

It is an honour to serve in Parliament and I look forward to healthy deliber… https://t.co/nLRhuDad3Y",140,1.14061E+18,17-06-19 13:17,Twitter Media Studio,50108,7105
72,"We remain forever inspired by the life, thoughts and ideals of Sant Kabir Das Ji. 

His message of justice, equalit… https://t.co/2zjQqE36m8",140,1.14061E+18,17-06-19 13:16,Twitter Media Studio,14003,2493
73,"Yoga:

More than just exercises.

Simple and convenient. 

Helps improve concentration and decision making.

Improv… https://t.co/gNEkq8jIRD",140,1.14059E+18,17-06-19 11:52,Twitter Web Client,26342,4592
74,Taking Yoga to newer heights! Amazed to see this in Nepal. #YogaDay2019 https://t.co/m8AV7EUUMC,95,1.14059E+18,17-06-19 11:41,Twitter Web Client,12772,1912
75,Brilliant effort in Azerbaijan. #YogaDay2019 https://t.co/PvMQzx4Qy4,68,1.14059E+18,17-06-19 11:41,Twitter Web Client,8867,1433
76,Yoga goes global! Saudi Arabia's enthusiasm towards Yoga makes us extremely happy. #YogaDay2019 https://t.co/vYbCO5y92n,119,1.14059E+18,17-06-19 11:41,Twitter Web Client,18047,2787
77,Civilisational bonds with Laos being reinforced thanks to Yoga. #YogaDay2019 https://t.co/g8DQDzjCSC,100,1.14059E+18,17-06-19 11:40,Twitter Web Client,6217,1159
78,"A series of programmes planned for #YogaDay2019 in Erbil! 

Yoga truly unites and leads to better health. https://t.co/HD7Lzr66L1",129,1.14059E+18,17-06-19 11:40,Twitter Web Client,7818,1343
79,Overjoyed to see Yoga gaining popularity in Bolivia and other South American nations. #YogaDay2019 https://t.co/IkGyHswt4h,122,1.14058E+18,17-06-19 11:38,Twitter Web Client,9560,1574
80,Speaking at the start of the Parliament Monsoon Session. https://t.co/ThbYyTuYCi,80,1.14048E+18,17-06-19 4:59,Periscope,24294,4492
81,"Stronger wrists, back muscles and prevention of spondylitis...just some of the reasons why practising Shalabhasana… https://t.co/fmTsbzX2a2",139,1.14045E+18,17-06-19 2:27,Twitter Media Studio,27489,5539
82,"Across all continents, the #YogaDay2019 celebrations have begun with immense fervour. I urge you all to join the Yo… https://t.co/ZjBs7IHTOw",140,1.14027E+18,16-06-19 14:32,Twitter for iPhone,15593,3163
83,Paris is a city associated with culture and tradition. Happy to see Yoga find the place of pride and people practis… https://t.co/Oa5xsu44u8,140,1.14027E+18,16-06-19 14:30,Twitter for iPhone,19841,3098
84,Among the most beautiful aspects of Yoga is that it is easy to practice and convenient too. All you need is some em… https://t.co/LzblJ3EUyA,140,1.14026E+18,16-06-19 14:28,Twitter for iPhone,14904,2397
85,The enthusiasm towards #YogaDay2019 is gaining momentum in UAE! https://t.co/Iok2uFQzYD,87,1.14026E+18,16-06-19 14:27,Twitter for iPhone,10245,1829
86,Happy to see the popularity of Yoga rise in Zimbabwe and other parts of Africa. #YogaDay2019 https://t.co/A1cyjEis6C,116,1.14026E+18,16-06-19 14:26,Twitter for iPhone,15219,2242
87,Lovely pictures from Amsterdam!  #YogaDay2019 https://t.co/NFVHqbvLL5,69,1.14026E+18,16-06-19 14:25,Twitter for iPhone,22649,2785
88,"RT @AhciKandy: 5TH INTERNATIONAL DAY OF YOGA : CURTAIN RAISER EVENT ON SATURDAY THE, 08th JUNE 2019 AT ROTARY CLUB NUWARA ELIYA
On this occ…",140,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,760
89,RT @IndiainROK: @IndiainROK gearing up for the  International Yoga day #IDY 2019 at the Gwanghwamun square. Come and join us on journey of…,139,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,635
90,RT @HCICanberra: Curtain raiser to 5th International Day of Yoga. Special Yoga event held in Brisbane (16.06.2019) organized under the aegi…,140,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,884
91,RT @HCIGaborone: @HCIGaborone celebrated 5th IDY in Francistown today. HC highlighted the importance of Yoga in Daily life. YOGA participan…,140,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,610
92,"RT @India_Croatia: Yoga exercise on Tomislav Square, Zagreb in full swing 🇮🇳🇭🇷 #IDY2019 @DrSJaishankar
@VMBJP 
@MEAIndia
@IndianDiplomacy @…",140,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,787
93,"RT @AkbaruddinIndia: Diplomacy beyond verbal postures @UN 

The world gets ready to celebrate International Day of Yoga...🧘‍♀️
#Yoga4Climat…",140,1.14026E+18,16-06-19 14:24,Twitter for iPhone,0,1438
94,"RT @WuxiCity: As an important component of the 5th #Wuxi International Yoga Festival, the 2019 “HOdo Cup” National Health #Yoga Club League…",140,1.14026E+18,16-06-19 14:23,Twitter for iPhone,0,704
95,RT @aol_laos: Embassy of India and @ArtofLiving organization came together for International Day of Yoga Celebrations 2019 at South East As…,140,1.14026E+18,16-06-19 14:23,Twitter for iPhone,0,650
96,"RT @TownofCary: Join us for #CaryNC’s Yoga Day on Thursday, June 20 throughout the day from 7 a.m.-8 p.m.! Instructors will guide participa…",140,1.14026E+18,16-06-19 14:23,Twitter for iPhone,0,527
97,"We, the NDA family look forward to fulfilling the dreams of 130 crore Indians, who have reposed unparalleled faith… https://t.co/z6A4Up9SzT",139,1.14024E+18,16-06-19 13:02,Twitter for iPhone,15759,2581
98,"BJP is grateful for people’s blessings. 

We assure our fellow Indians that we will be at the forefront of pro-peop… https://t.co/L3QhOF75fs",140,1.14024E+18,16-06-19 12:56,Twitter for iPhone,19749,2954
99,"We had a fruitful all-party meeting today, the first one after the election results and before the start of the Mon… https://t.co/feSM4o2TFs",140,1.14019E+18,16-06-19 9:27,Twitter for iPhone,20693,3084
100,भुजंगासन नियमित रूप से करने पर पीठ दर्द में आराम मिलता है। इस आसन के कई सारे फायदे हैं। #YogaDay2019 https://t.co/QtyK8lzpsc,124,1.14009E+18,16-06-19 2:41,Twitter Media Studio,34877,7024
101,Here are key highlights from today’s Governing Council meeting of @NITIAayog. I thank all those who enriched today’… https://t.co/2YLjRdvhnh,140,1.13993E+18,15-06-19 16:30,Twitter for iPhone,25173,4029
102,"During the @NITIAayog meet, also spoke about other areas such as:

Harnessing water resources. 

Making India a 5 t… https://t.co/g0s7pqWKuc",140,1.13987E+18,15-06-19 12:22,Twitter for iPhone,19751,3029
103,The @NITIAayog reflects India’s vibrant federal spirit. The experience of Swachh Bharat Mission and PM Awas Yojana… https://t.co/GmRd8VfYTp,139,1.13987E+18,15-06-19 12:22,Twitter for iPhone,22956,3070
104,"We’ve been having extensive and insightful deliberations in the 5th Governing Council meeting of @NITIAayog. 

In m… https://t.co/UUti9i7pmU",140,1.13987E+18,15-06-19 12:22,Twitter for iPhone,33336,4559
105,"RT @swachhbharat: भारत के माननीय प्रधानमंत्री श्री @narendramodi जी ने देश के सभी सरपंचों को पत्र लिखकर, आगामी मानसून से पहले यह अपील की है…",140,1.13987E+18,15-06-19 12:15,Twitter for iPhone,0,2933
106,"RT @swachhbharat: The Hon'ble Prime Minister of India, Shri @narendramodi has written letters to all sarpanches of India, urging them to en…",140,1.13987E+18,15-06-19 12:15,Twitter for iPhone,0,1429
107,"For the #MannKiBaat this month, dial the toll-free number 1800-11-7800 to record your message. 

You could also wri… https://t.co/ZL9TkgBHj9",140,1.13976E+18,15-06-19 5:13,Twitter for iPhone,23012,4434
108,"30th June, Sunday at 11:00 AM...

We will meet once again thanks to the radio, share joy, positivity and celebrate… https://t.co/wvNul8kIPA",139,1.13976E+18,15-06-19 5:12,Twitter for iPhone,12230,2454
109,"Watch this video on Shashankasana. 

Make Shashankasana a part of your routine and see the positive changes it brin… https://t.co/xgJeNo5gHn",140,1.13973E+18,15-06-19 3:10,Twitter Media Studio,22853,5245
110,Thank you to the exceptional people of the Kyrgyz Republic for hosting a productive SCO Summit. This Summit will bo… https://t.co/tIgIcJRab6,140,1.13956E+18,14-06-19 16:03,Twitter for iPhone,25679,3729
111,Меймандос Кыргыз эллине ШКУ Саммитинин жемиштү өткөнүнө чоң ыраазычылыгымды билдирем.БулСаммиткөпкырдуу  кызматташт… https://t.co/TC8LyDlo3w,140,1.13956E+18,14-06-19 15:58,Twitter for iPhone,11783,1785
112,There is great potential to increase economic ties with Kyrgyzstan and the Business Forum will emerge as a vibrant… https://t.co/ln9WJ2idsy,139,1.13956E+18,14-06-19 15:40,Twitter for iPhone,10902,1946
113,"Held extensive talks with President Jeenbekov this evening. We discussed areas such as the economy, trade, culture… https://t.co/PlSKxa5WBk",139,1.13956E+18,14-06-19 15:36,Twitter for iPhone,10021,1739
114,"мамлекетбашчысыЖээнбековмененкенирисүйлошүүлөрөттү. Экономика, соода, маданият жана башка Индия менен Кыргызстандын… https://t.co/VMRpSkKErC",140,1.13956E+18,14-06-19 15:34,Twitter for iPhone,14388,1917
115,From the ceremonial welcome in Bishkek. https://t.co/muAFeW603D,63,1.13955E+18,14-06-19 15:22,Twitter for iPhone,21723,3019
116,Addressing the media with President Jeenbekov. Watch. https://t.co/75zHt8Gvdw,77,1.13954E+18,14-06-19 14:24,Periscope,14957,2687
117,"Raja Parba is an auspicious occasion, which furthers brotherhood and happiness in our society. Greetings to the peo… https://t.co/SRsM5IHdO0",140,1.13952E+18,14-06-19 13:19,Twitter for iPhone,27893,2910
118,ଓଡ଼ିଶା ର ରଜ ପର୍ବ ଏକ ପବିତ୍ର ଉତ୍ସବ ଯାହା ଆମ ସମାଜ ରେ ଭାତୃତ୍ବ ଏବଂ ଖୁସି କୁ ସୁଦୃଢ଼ କରିଥାଏ । ଏହି ଅବସରରେ ମୋର ସମସ୍ତଙ୍କୁ  ଶୁଭ… https://t.co/n4kJ4vPJ4G,139,1.13952E+18,14-06-19 13:19,Twitter for iPhone,18913,2402
119,Addressing the Kyrgyzstan 🇰🇬 - India 🇮🇳 business forum. Watch. https://t.co/Y050UD5DsW,86,1.13949E+18,14-06-19 11:27,Periscope,17318,3396
120,Participated in the proceedings of the SCO Summit in Bishkek. India has been making notable contributions in variou… https://t.co/xY7kBql1Mr,140,1.13948E+18,14-06-19 10:29,Twitter for iPhone,14423,2597
121,My remarks at the SCO Summit. Watch. https://t.co/c4xBTyVFlc,60,1.13945E+18,14-06-19 8:49,Periscope,22350,4511
122,Sharing a video on the many benefits of Pawanmuktasana. #YogaDay2019 https://t.co/Y4Ka8WWcl1,92,1.13936E+18,14-06-19 2:30,Twitter Media Studio,22279,4856
123,"President @ashrafghani and I had a wonderful meeting in Bishkek. 

We discussed ways to further cement India-Afghan… https://t.co/gDusSjzwOU",140,1.13924E+18,13-06-19 18:38,Twitter for iPhone,22490,3088
124,"نن مې له ولسمشر @ashrafghani سره په بیشکیک کې په زړه پورې لیدنه درلوده.
د هندوستان او افغانستان ترمنځ د اړيکو د لا… https://t.co/mDdiCoitvz",139,1.13924E+18,13-06-19 18:36,Twitter for iPhone,35468,3493
125,"با جلالتمآب رئیس جمهور اشرف غنی، @ashrafghaniدر بیشکیک ملاقات خوبي داشتيم. 
براي تقويت و تحكيم بيشتر  روابط دوستي م… https://t.co/KbkNHCt4Lu",140,1.13924E+18,13-06-19 18:36,Twitter for iPhone,44161,3760
126,The meeting with President Putin was excellent. We had wide-ranging discussions on ways to further boost the India-… https://t.co/7hli9QWfuB,140,1.13918E+18,13-06-19 14:49,Twitter for iPhone,29746,4704
127,"Встреча с Президентом Путиным прошла отлично. У нас была широкая дискуссия, касательно путей дальнейшего развития и… https://t.co/EKMLQuxUTt",140,1.13918E+18,13-06-19 14:47,Twitter for iPhone,29233,3884
128,Had an extremely fruitful meeting with President Xi Jinping. Our talks included the full spectrum of India-China re… https://t.co/h0tAgsHY0F,140,1.13915E+18,13-06-19 12:25,Twitter for iPhone,27736,4111
129,"与习近平主席进行了非常富有成效的会谈，讨论了印中关系的各个方面。
我们将不断加强合作，增强印中之间的经济文化关系。 https://t.co/aYrOyYdZe5",81,1.13915E+18,13-06-19 12:23,Twitter for iPhone,29126,3339
130,"Better blood circulation and digestive system are two of the many benefits of Vajrasana. 

Do you practice this Asa… https://t.co/SQewsDstqM",140,1.13898E+18,13-06-19 1:10,Twitter Media Studio,29724,6475
131,"On his birthday, greetings to our dynamic Cabinet colleague, @PiyushGoyal. Blessed with immense energy and a remark… https://t.co/J7Ip3tk5Z5",140,1.13898E+18,13-06-19 1:08,Twitter for iPhone,49040,5215
132,"After the SCO Summit, I shall be holding extensive talks with President Jeenbekov of the Kyrgyz Republic as a part… https://t.co/4H2YNeGbGl",139,1.13881E+18,12-06-19 14:02,Twitter Web Client,25407,2945
133,"I shall join the meeting of the Council of Heads of State of the Shanghai Cooperation Organisation in Bishkek, on 1… https://t.co/j10mYm2aQY",140,1.13881E+18,12-06-19 14:02,Twitter Web Client,40073,4504
134,"Praying for the safety and well-being of all those affected by Cyclone Vayu.

The Government and local agencies are… https://t.co/nR9PWF75bv",140,1.13877E+18,12-06-19 11:47,Twitter for iPhone,27086,2954
135,The Central Government is closely monitoring the situation due to Cyclone Vayu in Gujarat and other parts of India.… https://t.co/QHqpvDuLzC,140,1.13874E+18,12-06-19 9:28,Twitter Web Client,41273,5023
136,"Have you ever practiced Vakrasana? Its advantages are numerous and long lasting. 

Watch this video. #YogaDay2019 https://t.co/XllWeXUkSC",137,1.13864E+18,12-06-19 3:10,Twitter Media Studio,32225,6514
